aluno_id,nome_aluno,email_aluno,curso,status,turma,sexo,idade,trabalha,renda_familiar,acompanhamento_medico,tem_filho,estado_civil,semestre,bimestre,aula_1,professor_1,notas_1,faltas_1,desempenho_1,aula_2,professor_2,notas_2,faltas_2,desempenho_2,aula_3,professor_3,notas_3,faltas_3,desempenho_3,aula_4,professor_4,notas_4,faltas_4,desempenho_4,aula_5,professor_5,notas_5,faltas_5,desempenho_5,risco_evasao
62,Benício Pastor,nicolas76@example.org,Química,Trancado,D,Masculino,45,1,5526,1,1,Separado(a),7,3,Clínica Médica,Luna Leão,7.96,14,Ruim,Fisiologia,Sr. Lucca Monteiro,4.45,3,Ruim,Anatomia,Henrique Mendonça,3.96,15,Ruim,Farmacologia,Dr. Pedro Marques,3.0,4,Ruim,Patologia,Ísis Caldeira,2.79,14,Ruim,1
63,Kaique Correia,ana-lauracirino@example.com,Arquitetura e Urbanismo,Matriculado,C,Feminino,59,1,5127,1,1,Divorciado(a),1,2,Estruturas,Maria Luísa Pimenta,8.42,7,Regular,Construção Civil,Clara Cavalcanti,2.01,9,Ruim,História da Arquitetura,Alice Aragão,0.02,1,Ruim,Desenho Arquitetônico,Brayan Fonseca,4.38,13,Ruim,Planejamento Urbano,Bento Brito,3.85,3,Ruim,1
64,Lucca Aparecida,maria-ceciliaviana@example.org,alguns,Trancado,A,Outro,28,1,5486,0,0,Solteiro(a),1,1,Preservação de Documentos,Maria Alice Fernandes,9.97,15,Ruim,Documentação Digital,Mariana Pires,3.26,13,Ruim,Teoria Arquivística,Srta. Eduarda Freitas,6.94,2,Regular,Arquivos Públicos,Daniel Almeida,0.54,12,Ruim,Gestão de Arquivos,Lorenzo Almeida,2.5,6,Ruim,0
65,João Fonseca,maria-flor34@example.net,veteri,Concluso,C,Feminino,56,0,2804,1,0,Casado(a),1,3,Gestão de Projetos,Ana Luiza Barbosa,3.95,14,Ruim,Finanças Públicas,Maria Eduarda Cavalcanti,0.65,15,Ruim,Gestão de Pessoas,Julia Campos,9.28,14,Ruim,Gestão de Políticas Públicas,Catarina Sales,1.23,0,Ruim,Administração Pública,Dr. Luiz Henrique Albuquerque,4.28,7,Ruim,1
66,Sra. Maria Laura Cunha,davi-lucca77@example.org,Gastronomia,Concluso,A,Outro,34,1,4130,0,0,Separado(a),2,3,Gestão de Restaurante,Nathan Mendonça,6.47,7,Regular,Técnicas Culinárias,Ana Beatriz Brito,3.16,13,Ruim,Culinária Internacional,Dra. Clara Leão,1.33,14,Ruim,Cultura Gastronômica,Clara da Rosa,4.12,8,Ruim,Nutrição e Dietética,Maria Costela,9.11,1,Excelente,1
67,Vitor Gabriel Alves,bda-costa@example.net,Direito,Concluso,D,Feminino,50,0,1856,1,1,Solteiro(a),2,3,Direito Civil,Manuella Almeida,6.42,10,Regular,Constitucional,José Pedro Leão,5.11,12,Ruim,Direito Penal,Hellena Fonseca,1.49,7,Ruim,Processo Penal,Dr. André Alves,7.84,15,Ruim,Processo Civil,Davi Ribeiro,6.08,14,Ruim,1
68,Isabela Peixoto,cirinogustavo@example.net,Odontologia,Matriculado,C,Outro,46,0,7253,1,1,Viúvo(a),8,4,Radiologia Odontológica,Ana Alves,3.71,7,Ruim,Periodontia,Mirella Leão,2.2,13,Ruim,Clínica Odontológica,Anthony Gabriel Oliveira,3.86,3,Ruim,Anatomia Dental,Sra. Vitória Albuquerque,1.51,13,Ruim,Implantes,Ana Sophia Moraes,0.29,6,Ruim,1
69,Bruna Pires,pintomaria-luiza@example.org,Análise e Desenvolvimento de Sistemas,Trancado,B,Masculino,17,0,8443,0,1,Divorciado(a),4,4,Banco de Dados,Ana Clara Ferreira,1.22,9,Ruim,Segurança da Informação,Sr. Theo Borges,7.38,11,Ruim,Sistemas Operacionais,Antônio Moura,4.12,6,Ruim,Engenharia de Software,Francisco Gonçalves,4.85,7,Ruim,Programação,Dr. Antony Silva,2.77,1,Ruim,0
70,Raul Casa Grande,garciaigor@example.org,Sistemas de Informação,Matriculado,B,Feminino,,0,7213,1,1,naoencontrado,6,4,Comportamento do Consumidor,Bento Macedo,7.56,1,Bom,Comunicação Publicitária,Srta. Natália Garcia,5.07,13,Ruim,Marketing Digital,Maya Rodrigues,8.68,9,Regular,Relações Públicas,Dra. Lívia Pimenta,7.36,3,Bom,Publicidade Criativa,Enzo Gabriel Rocha,7.99,11,Ruim,1
71,Stephany da Mata,fernandasales@example.com,Zootecnia,Matriculado,B,Masculino,-393,0,7177,0,1,Solteiro(a),4,3,Prática Instrumental,Heloisa Pacheco,9.18,14,Ruim,Teoria Musical,Sofia Almeida,3.87,2,Ruim,História da Música,Daniela Brito,1.82,10,Ruim,Composição Musical,Anna Liz Novaes,0.18,8,Ruim,Arranjo Musical,André Borges,2.21,6,Ruim,0
72,Kevin Campos,fernandoda-costa@example.net,concluido,Cancelado,C,Outro,33,0,6588,1,0,Amasiado(a),2,4,Microbiologia,Yuri Sampaio,6.08,13,Ruim,Biologia Molecular,Henry Gabriel Almeida,8.27,7,Regular,Genética,Sr. João Miguel Pinto,3.5,6,Ruim,Farmacologia,Lucca da Cunha,1.16,7,Ruim,Imunologia,Lívia da Cunha,4.04,10,Ruim,1
73,Sara Almeida,vduarte@example.org,Veterinária,Concluso,C,Feminino,51,0,INVALID,0,0,Solteiro(a),1,3,Gestão de Projetos,Ana Luiza Barbosa,7.73,14,Ruim,Finanças Públicas,Maria Eduarda Cavalcanti,2.2,11,Ruim,Gestão de Pessoas,Julia Campos,7.25,11,Ruim,Gestão de Políticas Públicas,Catarina Sales,1.59,1,Ruim,Administração Pública,Dr. Luiz Henrique Albuquerque,7.03,5,Bom,0
74,Dra. Eloah Moraes,alana63@example.org,Matemática,Cancelado,A,Feminino,20,1,7252,1,1,Amasiado(a),7,1,Probabilidade e Estatística,Lívia Ramos,4.36,1,Ruim,Cálculo,Thales Pimenta,7.12,7,Regular,Teoria dos Números,Dr. Bernardo Vieira,4.09,10,Ruim,Álgebra Linear,Dr. Renan Melo,6.77,13,Ruim,Geometria,Gabriel Viana,6.18,12,Ruim,1
75,Marcos Vinicius Macedo,martinsyago@example.com,Física,Matriculado,C,naoreconhecido,23,0,7416,1,1,Divorciado(a),7,1,Óptica,Lunna Gonçalves,9.74,6,Regular,Mecânica,Amanda Campos,1.59,7,Ruim,Física Nuclear,Cecília da Mota,0.22,5,Ruim,Eletromagnetismo,Larissa Fernandes,4.84,3,Ruim,Termodinâmica,Srta. Sophie Silva,4.62,1,Ruim,1
76,Natália Lopes,daniloda-rosa@example.net,Biblioteconomia,Trancado,A,Masculino,21,0,0,0,0,Separado(a),8,3,Preservação de Documentos,Sr. Anthony Gabriel das Neves,2.67,8,Ruim,Gestão da Informação,Rebeca Correia,7.48,1,Bom,Leitura e Literatura,Daniela Silva,2.27,4,Ruim,Gestão de Bibliotecas,Ana Vitória Martins,2.97,6,Ruim,Catalogação,Bryan Montenegro,0.82,15,Ruim,0
77,Vitor Gabriel da Mata,pachecoravy@example.com,Gastronomia,Concluso,B,Feminino,40,1,4439,1,1,Solteiro(a),2,1,Nutrição e Dietética,Lara Correia,8.36,14,Ruim,Cultura Gastronômica,Alice Nunes,2.39,8,Ruim,Técnicas Culinárias,Srta. Maria Vitória Almeida,5.58,5,Regular,Gestão de Restaurante,Ana Liz Vasconcelos,8.11,9,Regular,Culinária Internacional,Eduardo Borges,4.08,0,Ruim,1
78,Caio da Mata,carolinavargas@example.com,Psicologia,Concluso,D,Outro,62,0,6268,1,1,Casado(a),7,1,Teorias da Personalidade,Dr. Vitor Hugo Nogueira,9.99,4,Bom,Psicologia Geral,Diego Fernandes,5.01,1,Regular,Psicopatologia,Thomas Viana,6.23,9,Regular,Psicologia Social,Rebeca Marques,8.85,1,Excelente,Psicologia do Desenvolvimento,Mariane Borges,0.72,7,Ruim,1
79,Sophia Albuquerque,kramos@example.net,Enfermagem,Matriculado,D,Masculino,30,0,7256,0,1,Casado(a),2,2,Mecânica,Vitor Guerra,3.93,6,Ruim,Física Nuclear,Dr. Yago Correia,9.24,10,Regular,Óptica,Sra. Emanuelly Moreira,3.93,3,Ruim,Eletromagnetismo,Mariana Correia,6.59,8,Regular,Termodinâmica,Brenda Monteiro,3.29,8,Ruim,0
80,Carlos Eduardo Gonçalves,breno97@example.com,Química,Concluso,B,Outro,NOTEXIST,1,9401,1,0,Viúvo(a),3,2,Química Analítica,Benjamim Gomes,2.75,12,Ruim,Química Inorgânica,Cecilia Pacheco,4.45,13,Ruim,Bioquímica,Mariana Câmara,2.51,1,Ruim,Química Orgânica,Srta. Lara da Mata,0.76,8,Ruim,Físico-Química,Ana Luiza Martins,1.74,14,Ruim,1
81,Dra. Aurora Azevedo,ana-luiza79@example.net,Fonoaudiologia,Trancado,B,Masculino,35,0,1284,0,1,Amasiado(a),2,2,Reabilitação Fonoaudiológica,Otávio Porto,8.63,14,Ruim,Audiologia,Noah Ribeiro,8.03,12,Ruim,Anatomia e Fisiologia,Sra. Sophie das Neves,1.12,6,Ruim,Psicologia do Desenvolvimento,Lívia Sales,5.61,3,Regular,Fonologia,Benicio Gomes,3.1,5,Ruim,1
82,Luiz Gustavo Dias,guerraemanuelly@example.org,Música,Matriculado,D,Masculino,23,0,2424,1,1,Divorciado(a),8,4,Composição Musical,Benicio Novaes,0.46,8,Ruim,História da Música,Cauê Sales,7.86,0,Bom,Prática Instrumental,Laís Guerra,8.26,8,Regular,Arranjo Musical,Clarice da Mota,9.04,14,Ruim,Teoria Musical,Ian Farias,7.55,14,Ruim,1
83,Vitor Alves,lmarques@example.com,Publicidade e Propaganda,Matriculado,A,Feminino,24,0,7003,0,1,Amasiado(a),3,2,Farmacologia,Diego Farias,4.91,15,Ruim,Cosmetologia,Luiz Henrique Melo,1.81,4,Ruim,Química Farmacêutica,Cauê Cavalcanti,1.59,1,Ruim,Microbiologia,Elisa da Rocha,8.67,11,Ruim,Análises Clínicas,Sra. Evelyn Monteiro,1.37,10,Ruim,0
84,Melina Duarte,lorenzo77@example.net,Engenharia Civil,Trancado,A,Feminino,18,1,7047,0,1,Viúvo(a),6,3,História da Igreja,Pietra Abreu,3.39,6,Ruim,Teologia Sistemática,Luara Pastor,3.58,11,Ruim,Filosofia da Religião,Elisa Farias,8.43,15,Ruim,Exegese Bíblica,Dra. Amanda Cassiano,9.03,11,Ruim,Teologia Moral,Maria Alice Lopes,3.21,13,Ruim,1
85,Antonella Viana,sampaiovitor@example.com,Ciências Econômicas,Cancelado,B,Feminino,54,1,-1000,1,1,Divorciado(a),8,1,Microeconomia,Carlos Eduardo Casa Grande,3.73,12,Ruim,Macroeconomia,Eduardo Fonseca,6.9,7,Regular,Política Econômica,Dr. Fernando Farias,8.18,10,Regular,Teoria Econômica,Isabela Pereira,6.29,4,Regular,Economia Internacional,Srta. Isabella Campos,9.27,15,Ruim,1
86,Ana Liz Farias,caionovaes@example.net,Terapia Ocupacional,Concluso,B,Outro,59,1,3375,0,0,Casado(a),5,1,Psicologia Clínica,Caio Pinto,1.69,0,Ruim,Avaliação Terapêutica,Gustavo Henrique Castro,8.55,12,Ruim,Desenvolvimento Humano,Kamilly Leão,3.2,15,Ruim,Fisioterapia,Brenda Aparecida,4.56,6,Ruim,Técnicas de Reabilitação,Ester da Rocha,3.57,10,Ruim,1
87,Felipe Rodrigues,benjamimmoura@example.com,História,Trancado,C,Masculino,38,0,6445,0,0,Amasiado(a),5,3,História Geral,Antonella Silveira,3.9,0,Ruim,Teoria Histórica,Sra. Ana Sophia Oliveira,5.21,13,Ruim,História Contemporânea,João Pedro Marques,3.12,10,Ruim,Historiografia,Maria Eduarda Aragão,6.07,12,Ruim,História do Brasil,João Pedro Silva,4.66,7,Ruim,0
88,Sofia Albuquerque,vfreitas@example.org,Engenharia Civil,Trancado,C,Feminino,58,1,2258,0,0,Separado(a),5,1,Nutrição Infantil,Juan Viana,3.94,8,Ruim,Psicologia da Alimentação,João Miguel Martins,4.01,10,Ruim,Técnicas de Cozinha,Maria Luiza Barbosa,9.09,9,Regular,Nutrição Clínica,Liz Moreira,3.37,8,Ruim,Nutrição Esportiva,Liam Lopes,5.33,2,Regular,1
89,Daniel da Costa,uborges@example.com,Educação Física,Trancado,A,Outro,24,0,2373,0,1,Divorciado(a),1,2,Psicologia do Esporte,Sr. Joaquim Macedo,6.3,8,Regular,Nutrição Esportiva,Lívia da Rocha,6.33,2,Regular,Gestão do Esporte,Luiz Henrique Macedo,1.92,8,Ruim,Cinesiologia,Ryan Duarte,1.38,13,Ruim,Fisiologia do Exercício,Srta. Hellena Lima,9.46,5,Bom,0
90,Yuri Pires,oliveiratheodoro@example.net,Engenharia Mecânica,Concluso,D,Feminino,37,0,9293,1,0,Solteiro(a),6,4,Redes de Dados,Maria Julia Sá,2.41,2,Ruim,Segurança em Redes,José Araújo,9.73,13,Ruim,Arquitetura de Redes,Maria Vitória Campos,6.32,11,Ruim,Administração de Redes,Lunna Correia,5.1,1,Regular,Protocolos de Comunicação,Maria Isis Viana,6.52,0,Regular,0
91,Mathias Barros,enzo-gabrielda-rosa@example.org,Hotelaria,Matriculado,A,Outro,36,0,4494,1,1,Viúvo(a),5,1,Gestão de Hospedagem,Sra. Sarah Silva,0.64,15,Ruim,Marketing de Hotelaria,Dr. Bernardo Caldeira,6.84,14,Ruim,Gestão de Alimentos e Bebidas,Bento Teixeira,4.94,1,Ruim,Gestão de Hotelaria,Ana Cecília Abreu,1.54,9,Ruim,Hospitalidade,Sr. Bruno Lima,7.05,7,Regular,1
92,Davi Luiz Barros,camargolarissa@example.org,Biblioteconomia,Cancelado,C,Feminino,23,0,-2349234,0,0,ERROR,8,4,Radiologia Odontológica,Ana Alves,9.69,4,Bom,Periodontia,Mirella Leão,1.6,8,Ruim,Clínica Odontológica,Anthony Gabriel Oliveira,7.76,5,Bom,Anatomia Dental,Sra. Vitória Albuquerque,6.92,6,Regular,Implantes,Ana Sophia Moraes,6.77,9,Regular,0
93,Davi Luiz Pinto,joao29@example.org,Biblioteconomia,Trancado,D,Outro,55,1,3277,1,1,Viúvo(a),2,4,Gestão de Bibliotecas,Alana Sales,3.27,11,Ruim,Catalogação,Lucca da Cunha,0.71,10,Ruim,Leitura e Literatura,Ana Vitória Moreira,1.43,11,Ruim,Preservação de Documentos,Dra. Maria Laura Santos,7.29,3,Bom,Gestão da Informação,Dr. José Andrade,5.83,14,Ruim,1
94,Catarina Campos,emillycostela@example.com,Hotelaria,Matriculado,D,INVALID,37,1,7525,0,1,Solte,3,2,Marketing de Hotelaria,Ana Sophia Pereira,9.08,11,Ruim,Gestão de Hotelaria,Sofia Ferreira,1.4,9,Ruim,Gestão de Alimentos e Bebidas,Antony Sousa,3.32,8,Ruim,Hospitalidade,Sr. Miguel Fogaça,8.4,5,Bom,Gestão de Hospedagem,Kaique Sales,4.18,9,Ruim,1
95,Luigi Brito,matteo84@example.net,Publicidade e Propaganda,Cancelado,C,902334,um,0,6145,0,0,Solteiro(a),4,3,Comportamento do Consumidor,Sr. Mateus Fonseca,7.13,2,Bom,Publicidade Criativa,Luiz Gustavo Cunha,6.45,1,Regular,Marketing Digital,Ravy Vasconcelos,2.03,8,Ruim,Relações Públicas,Ravi Lucca Fonseca,2.6,7,Ruim,Comunicação Publicitária,Giovanna Pires,1.86,5,Ruim,0
96,Sr. Marcelo Lima,ana-clara99@example.net,Fisioterapia,Trancado,D,Feminino,58,1,2058,0,1,Solteiro(a),1,4,Fisiologia,Sr. Davi Lucca Rocha,2.44,7,Ruim,Terapia Física,Dra. Sofia Borges,9.29,6,Regular,Reabilitação,Manuela das Neves,7.24,12,Ruim,Técnicas de Imagem,Sr. Diogo Machado,0.97,15,Ruim,Anatomia,Dra. Lívia Pimenta,9.02,7,Regular,1
97,Pedro Cunha,barrosana-sophia@example.com,Educação Física,Trancado,C,Outro,47,1,9451,1,0,Amasiado(a),3,2,Psicologia do Esporte,Dra. Sarah Novaes,0.35,8,Ruim,Gestão do Esporte,Allana Silva,1.63,14,Ruim,Fisiologia do Exercício,Sra. Eloá Vargas,7.81,10,Regular,Nutrição Esportiva,Vinícius Martins,6.17,10,Regular,Cinesiologia,Srta. Allana Lopes,7.6,6,Regular,1
98,Gustavo Henrique Lopes,alvesluiz-miguel@example.org,Jogos Digitais,Trancado,A,Masculino,61,0,,0,1,Viúvo(a),8,2,Design de Jogos,Vicente Vargas,2.38,15,Ruim,Programação de Jogos,Isabel Silva,0.36,12,Ruim,Gráficos de Computação,José Melo,4.72,10,Ruim,Realidade Virtual,Alexia Casa Grande,5.57,2,Regular,Inteligência Artificial para Jogos,Srta. Lívia Mendes,3.04,6,Ruim,1
99,Calebe Silveira,novaesyan@example.net,WEWEO,Concluso,C,Feminino,23,1,9488,1,1,Divorciado(a),1,3,Gestão de Projetos,Ana Luiza Barbosa,9.34,5,Bom,Finanças Públicas,Maria Eduarda Cavalcanti,0.29,9,Ruim,Gestão de Pessoas,Julia Campos,5.5,3,Regular,Gestão de Políticas Públicas,Catarina Sales,0.64,7,Ruim,Administração Pública,Dr. Luiz Henrique Albuquerque,7.78,8,Regular,1
100,Henry Gabriel Moreira,jsantos@example.com,,Concluso,B,Feminino,62,1,8827,1,0,Viúvo(a),4,1,Nutrição Animal,Luiza Novais,5.73,14,Ruim,Produção Animal,Maria Júlia Freitas,3.34,7,Ruim,Fisiologia Animal,Luísa Pinto,6.73,6,Regular,Genética Animal,Augusto da Paz,9.84,2,Excelente,Medicina Veterinária,Sr. Kaique Souza,1.59,14,Ruim,1
101,Maria Clara Borges,araujoantonella@example.org,Artes Visuais,Trancado,C,Masculino,17,1,8385,0,0,Divorciado(a),8,3,Marketing e Vendas,Maria Machado,4.83,15,Ruim,Gestão de Estoques,Dr. Calebe Camargo,2.94,11,Ruim,Gestão de Relacionamento,Srta. Ana Carolina Guerra,5.44,13,Ruim,Gestão de Vendas,Rhavi Vieira,5.13,6,Regular,Comportamento do Consumidor,Nicole Gomes,1.0,3,Ruim,0
102,Diogo Farias,liam76@example.com,Ciências Contábeis,Matriculado,B,Outro,40,1,5695,1,1,Solteiro(a),3,3,Contabilidade de Custos,Letícia Dias,5.02,7,Regular,Contabilidade Tributária,Manuella da Cunha,4.09,8,Ruim,Contabilidade Geral,Valentina Pacheco,1.17,1,Ruim,Auditoria,Caroline Sousa,6.25,10,Regular,Análise Financeira,Lorenzo Rodrigues,5.98,2,Regular,1
103,Yuri Rios,leonardo47@example.org,Engenharia Civil,Concluso,A,Feminino,26,0,8290,1,0,Divorciado(a),5,1,Gestão de Hospedagem,Sra. Sarah Silva,9.75,4,Bom,Marketing de Hotelaria,Dr. Bernardo Caldeira,2.36,4,Ruim,Gestão de Alimentos e Bebidas,Bento Teixeira,5.33,6,Regular,Gestão de Hotelaria,Ana Cecília Abreu,5.21,15,Ruim,Hospitalidade,Sr. Bruno Lima,4.3,10,Ruim,0
104,Mariane Albuquerque,portojade@example.org,Letras,Concluso,A,Outro,31,0,8227,1,1,Separado(a),8,1,Literatura Portuguesa,Allana Souza,7.57,2,Bom,Linguística,Rebeca das Neves,4.55,6,Ruim,Gramática,Bruno Caldeira,7.38,3,Bom,Produção Textual,José Rezende,1.92,11,Ruim,Literatura Brasileira,Srta. Giovanna Novaes,8.91,9,Regular,1
105,Vitória Abreu,nataliaguerra@example.org,Educação Física,Cancelado,A,Outro,17,0,6889,0,0,Relacioname,2,3,Gestão de Restaurante,Nathan Mendonça,3.75,10,Ruim,Técnicas Culinárias,Ana Beatriz Brito,2.11,11,Ruim,Culinária Internacional,Dra. Clara Leão,1.08,5,Ruim,Cultura Gastronômica,Clara da Rosa,2.14,2,Ruim,Nutrição e Dietética,Maria Costela,9.87,8,Regular,0
106,Raul Casa Grande,rgomes@example.com,Ciência da Computação,Concluso,C,Feminino,56,0,8011,1,0,Solteiro(a),3,3,Máquinas Elétricas,Sophia Novaes,3.09,10,Ruim,Circuitos Elétricos,Mariana Sá,6.99,12,Ruim,Eletrônica,Sra. Heloisa Moura,3.67,1,Ruim,Transformadores,Augusto Ramos,8.03,7,Regular,Sistemas Elétricos,Catarina Rios,0.52,9,Ruim,0
107,Lunna Ferreira,augustosales@example.net,Engenharia de Alimentos,Cancelado,C,Feminino,quinzee,0,5467,1,0,Amasiado(a),1,3,Gestão de Projetos,Ana Luiza Barbosa,3.36,15,Ruim,Finanças Públicas,Maria Eduarda Cavalcanti,5.59,11,Ruim,Gestão de Pessoas,Julia Campos,6.49,11,Ruim,Gestão de Políticas Públicas,Catarina Sales,0.64,7,Ruim,Administração Pública,Dr. Luiz Henrique Albuquerque,8.56,4,Bom,1
108,Maria Isis Rocha,vieiraotto@example.org,Veterinária,Concluso,D,Outro,49,0,1955,0,1,Viúvo(a),1,4,Fisiologia,Sr. Davi Lucca Rocha,0.71,5,Ruim,Terapia Física,Dra. Sofia Borges,1.09,5,Ruim,Reabilitação,Manuela das Neves,6.14,3,Regular,Técnicas de Imagem,Sr. Diogo Machado,8.15,3,Excelente,Anatomia,Dra. Lívia Pimenta,6.53,0,Regular,1
109,Pedro Lucas da Mota,lucca43@example.org,Gastronomia,Cancelado,A,Feminino,35,0,2194,1,1,Viúvo(a),1,2,Psicologia do Esporte,Sr. Joaquim Macedo,8.81,11,Ruim,Nutrição Esportiva,Lívia da Rocha,9.19,11,Ruim,Gestão do Esporte,Luiz Henrique Macedo,6.89,15,Ruim,Cinesiologia,Ryan Duarte,8.73,9,Regular,Fisiologia do Exercício,Srta. Hellena Lima,1.58,9,Ruim,1
110,Maya Costela,ninarocha@example.com,Zootecnia,Matriculado,A,Feminino,46,1,2385,1,1,Casado(a),3,1,Produção Animal,Augusto Porto,7.02,0,Bom,Nutrição Animal,Dr. Bryan Alves,9.09,1,Excelente,Medicina Veterinária,Dom da Costa,6.18,9,Regular,Fisiologia Animal,Gabriel Cavalcanti,2.65,11,Ruim,Genética Animal,Igor da Cunha,3.59,8,Ruim,1
111,Ana Sophia Souza,yda-rosa@example.com,Educação Física,Trancado,B,Feminino,20,1,4136,0,0,naoencontrado,8,1,Microeconomia,Carlos Eduardo Casa Grande,8.4,5,Bom,Macroeconomia,Eduardo Fonseca,7.09,13,Ruim,Política Econômica,Dr. Fernando Farias,2.32,7,Ruim,Teoria Econômica,Isabela Pereira,8.67,7,Regular,Economia Internacional,Srta. Isabella Campos,3.14,0,Ruim,0
112,Erick Correia,dcaldeira@example.org,Logística,Cancelado,C,naoreconhecido,32,1,3945,0,1,Separado(a),6,2,Gestão de Estoques,Dra. Esther Campos,3.84,11,Ruim,Gestão de Cadeia de Suprimentos,Maria Vitória Macedo,7.77,5,Bom,Logística Internacional,Ana Cecília da Luz,0.59,13,Ruim,Transporte e Distribuição,Rebeca Santos,0.8,15,Ruim,Gestão de Transportes,Thomas da Costa,8.2,9,Regular,1
113,Marcelo da Conceição,siqueirasamuel@example.net,Marketing,Matriculado,A,Feminino,32,0,3237,0,0,Casado(a),1,3,Pesquisa de Mercado,Maria Isis Borges,7.09,3,Bom,Publicidade,Diogo Pinto,4.81,14,Ruim,Comportamento do Consumidor,Elisa Moura,5.08,7,Regular,Marketing Digital,Laura Barbosa,8.21,13,Ruim,Gestão de Marketing,Maria Liz Rezende,2.11,11,Ruim,0
114,Dr. Juan da Rocha,aragaobrenda@example.com,Logística,Concluso,C,Femeadoa,37,0,1805,0,0,Solteiro(a),7,4,Planejamento de Turismo,Manuella Cunha,8.98,3,Excelente,Marketing Turístico,Enzo Montenegro,7.01,13,Ruim,História do Turismo,Kaique Sales,7.95,6,Regular,Turismo Cultural,Sra. Ana Beatriz Gonçalves,7.61,7,Regular,Gestão de Turismo,Amanda Gonçalves,4.31,12,Ruim,0
115,Elisa Alves,jesusjoao-vitor@example.com,Engenharia Civil,Trancado,A,Outro,32,0,10000000000,0,0,Casado(a),6,1,Materiais de Construção,Sarah Campos,4.98,0,Ruim,Topografia,Emanuella Montenegro,2.96,4,Ruim,Mecânica dos Solos,Sr. Valentim da Mata,7.84,13,Ruim,Construção Civil,Gael Henrique Pires,3.25,0,Ruim,Cálculo Estrutural,Lucas das Neves,7.37,6,Regular,0
116,Bella Vargas,marcela26@example.com,Turismo,Matriculado,B,Masculino,57,1,6144,1,0,Solteiro(a),6,4,Comportamento do Consumidor,Bento Macedo,3.05,5,Ruim,Comunicação Publicitária,Srta. Natália Garcia,7.2,15,Ruim,Marketing Digital,Maya Rodrigues,8.91,13,Ruim,Relações Públicas,Dra. Lívia Pimenta,8.45,12,Ruim,Publicidade Criativa,Enzo Gabriel Rocha,8.32,6,Regular,1
117,Dra. Stella Vieira,sabrinasiqueira@example.net,Geografia,Trancado,D,Masculinas,43,1,2030,1,1,Amasiado(a),4,3,Gestão de Políticas Públicas,Thales Sousa,9.58,5,Bom,Gestão de Pessoas,Srta. Stephany Rezende,7.06,4,Bom,Gestão de Projetos,Liz Duarte,1.44,6,Ruim,Administração Pública,João Vitor Costela,6.12,0,Regular,Finanças Públicas,Levi Gonçalves,7.86,3,Bom,1
118,Henrique Novaes,calebcavalcante@example.net,Engenharia Elétrica,Trancado,C,Feminino,69,0,4611,1,1,naoencontrado,5,4,Gestão de Projetos,Marcela Dias,6.07,12,Ruim,Gestão de Políticas Públicas,João Vieira,6.9,3,Regular,Administração Pública,Clara da Mata,3.97,5,Ruim,Gestão de Pessoas,Aylla Ferreira,8.65,5,Bom,Finanças Públicas,Juan Ribeiro,6.42,1,Regular,1
119,Gabriel Moura,maria-vitoria57@example.net,Engenharia,Cancelado,C,Outro,47,0,6660,0,0,Divorciado(a),7,1,Óptica,Lunna Gonçalves,7.79,1,Bom,Mecânica,Amanda Campos,2.8,14,Ruim,Física Nuclear,Cecília da Mota,8.31,7,Regular,Eletromagnetismo,Larissa Fernandes,0.54,15,Ruim,Termodinâmica,Srta. Sophie Silva,3.32,10,Ruim,0
120,Sophie Siqueira,xcaldeira@example.net,Artes Visuais,Trancado,C,Feminino,32,0,8322,0,1,Casadoo,4,3,Comportamento do Consumidor,Sr. Mateus Fonseca,6.14,1,Regular,Publicidade Criativa,Luiz Gustavo Cunha,7.79,7,Regular,Marketing Digital,Ravy Vasconcelos,3.27,6,Ruim,Relações Públicas,Ravi Lucca Fonseca,6.67,4,Regular,Comunicação Publicitária,Giovanna Pires,5.9,3,Regular,1
121,Ester Alves,eda-luz@example.net,Ciência da Computação,Matriculado,C,Outro,21,1,9506,0,0,Separado(a),8,1,Algoritmos,Isabella Sampaio,0.27,9,Ruim,Estruturas de Dados,Vitor Hugo Teixeira,8.91,9,Regular,Inteligência Artificial,Maria Helena Aparecida,8.36,4,Bom,Sistemas Distribuídos,Luiz Miguel Borges,4.26,13,Ruim,Redes de Computadores,Rodrigo Fonseca,5.94,3,Regular,0
122,Maria Cecília Fonseca,luiz-otaviomoreira@example.com,Secretariado Executivo,Trancado,D,Masculino,130,1,8896,0,0,Viúvo(a),6,3,Comunicação Empresarial,Ana Beatriz Lopes,6.97,9,Regular,Gestão de Escritórios,Théo Araújo,4.02,13,Ruim,Atendimento ao Cliente,Pedro Monteiro,2.51,5,Ruim,Gestão de Pessoas,Isis Jesus,5.58,14,Ruim,Administração do Tempo,Ana Alves,3.35,5,Ruim,1
123,Lunna Cavalcanti,cecilia47@example.net,Banco de Dados,Cancelado,A,Outro,37,0,-9239,1,1,Divorciado(a),2,2,SQL Avançado,Isabella da Rocha,9.18,13,Ruim,Administração de Banco de Dados,João Pedro Marques,9.35,5,Bom,Sistemas de Informação,Eduarda Pimenta,4.46,1,Ruim,Segurança de Banco de Dados,João Vitor Santos,5.83,4,Regular,Modelagem de Dados,Thomas Teixeira,7.78,15,Ruim,1
